key,ticker,filing_type,entity_text,entity_type,score
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$6.6 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$9.4 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$2.8 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$5.6 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$2.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$2.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$860 million,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$226 million,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$1.5 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$3.1 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$1.5 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$3.8 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$1.7 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$793 million,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$3.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$3.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$620 million,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$47.8 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$35.9 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$35.0 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$36.1 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$1.7 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$104.8 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$130.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$6.9 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$6.0 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$12.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$89.0 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$10.4 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$58.9 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$5.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$5.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$2.7 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$30.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$13.1 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$3.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$15.6 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$6.2 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$1.5 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$12.0 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$1.3 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$28.0 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$23.0 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$40.7 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$60 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$0.62,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,$3.7 billion,MONEY,1.0
MSFT_10-K_0001564590-22-026876,MSFT,10-K,MSFT,TICKER,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Microsoft,ORG,0.9959999918937684
MSFT_8-K_0000950170-23-034400,MSFT,8-K,AI,MISC,0.9359999895095824
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Microsoft Cloud,MISC,0.7599999904632568
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Microsoft,ORG,0.8389999866485596
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Cloud,MISC,0.7139999866485596
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Amy Hood,PER,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Microsoft,ORG,0.9950000047683716
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Office Commercial,MISC,0.7020000219345093
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Office 365,MISC,0.9959999918937684
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Microsoft 365,MISC,0.7039999961853027
MSFT_8-K_0000950170-23-034400,MSFT,8-K,LinkedIn,ORG,0.8080000281333923
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Dynamics,ORG,0.9769999980926514
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Dynamics 365,MISC,0.6710000038146973
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Intel,ORG,0.7599999904632568
MSFT_8-K_0000950170-23-034400,MSFT,8-K,More Personal Computing,ORG,0.8450000286102295
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Windows OEM,MISC,0.7889999747276306
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Windows,MISC,0.8140000104904175
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Xbox,ORG,0.6269999742507935
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Microsoft,ORG,0.9350000023841858
MSFT_8-K_0000950170-23-034400,MSFT,8-K,Microsoft,ORG,0.9200000166893004
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$56.2 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$24.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$20.1 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.69,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$30.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$18.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$24.0 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$13.9 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.7 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$211.9 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$88.5 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$89.7 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$72.4 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$73.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.68,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.81,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$1.2 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$198,270",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$83,383",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,738",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.65,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$198,270",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$83,383",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$69,447",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.21,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$211,915",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$88,523",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,361",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.68,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$211,915",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$89,694",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$73,307",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.81,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$800 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$3.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$51,865",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$20,534",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$16,740",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.23,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$56,189",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$24,254",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$20,081",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.69,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$198,270",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$83,383",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,738",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.65,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$198,270",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$83,383",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$69,447",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.21,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$211,915",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$88,523",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,361",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.68,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$211,915",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$89,694",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$73,307",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.81,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$16,600",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$20,804",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$14,461",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$18,291",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$23,993",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$13,905",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$16,853",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$17,956",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$64,699",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,732",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$20,081",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$16,740",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,361",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,738",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.70,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.24,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.72,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.70,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.69,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.23,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.68,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$9.65,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$20,081",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$16,740",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,361",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,738",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$19,382",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$14,538",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$70,696",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$66,238",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$34,704",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$13,931",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$650,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$633.48,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$68,251",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$59,660",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$411,976",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$364,840",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$18,095",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$19,000",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$411,976",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$364,840",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$20,081",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$16,740",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,361",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$72,738",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$34,704",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$13,931",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$34,704",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$13,931",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$18,291",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$16,600",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$69,274",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$63,364",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$56,189",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$51,865",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$211,915",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$198,270",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$9,052",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$7,236",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$34,189",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$29,690",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$24,254",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$20,534",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$88,523",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,"$83,383",MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$4.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$366 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$4.0 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$238 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$3.7 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$1.7 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$1.2 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$54 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$236 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$197 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$1.8 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$1.8 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$3.2 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$3.1 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$75 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$1.7 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$2.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$570 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$556 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$337 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$339 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$86 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$36 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$186 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$124 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$310 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$110 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$100 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$448 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$473 million,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$229 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,$224 billion,MONEY,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,MSFT,TICKER,1.0
MSFT_8-K_0000950170-23-034400,MSFT,8-K,fiscal 2022,FISCAL_PERIOD,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,AI,MISC,0.8309999704360962
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Microsoft Cloud,ORG,0.7960000038146973
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Amy Hood,PER,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Microsoft,ORG,0.9940000176429749
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Office Commercial,MISC,0.7609999775886536
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Office 365 Commercial,MISC,0.9200000166893004
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Microsoft,ORG,0.6809999942779541
MSFT_8-K_0000950170-23-054848,MSFT,8-K,365,MISC,0.5899999737739563
MSFT_8-K_0000950170-23-054848,MSFT,8-K,LinkedIn,ORG,0.9169999957084656
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Dynamics,ORG,0.9800000190734864
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Dynamics 365,MISC,0.7789999842643738
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Intel,ORG,0.8130000233650208
MSFT_8-K_0000950170-23-054848,MSFT,8-K,More Personal Computing,ORG,0.7900000214576721
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Windows,MISC,0.9120000004768372
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Windows,ORG,0.4970000088214874
MSFT_8-K_0000950170-23-054848,MSFT,8-K,OEM,MISC,0.8960000276565552
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Windows,MISC,0.9179999828338624
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Xbox,MISC,0.4729999899864197
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Microsoft,ORG,0.9649999737739564
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Microsoft,ORG,0.9660000205039978
MSFT_8-K_0000950170-23-054848,MSFT,8-K,Microsoft,ORG,0.9739999771118164
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$56.5 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$26.9 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$22.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$2.99,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$31.8 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$18.6 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$24.3 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$13.7 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$9.1 billion,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$50,122",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$21,518",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$17,556",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$2.35,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$56,517",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$26,895",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$22,291",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$2.99,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$301,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$204,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$148,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$0.02,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$16,465",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$20,325",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$13,332",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$18,592",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$24,259",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$13,666",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$79,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$156,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$66,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$15,535",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$15,741",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$22,291",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$17,556",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$3.00,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$2.35,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$2.99,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$2.35,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$22,291",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$17,556",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$21,697",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$14,891",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$80,452",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$34,704",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$512,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,$650.36,MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$69,486",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$68,251",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$445,785",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$411,976",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$19,307",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$18,095",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$445,785",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$411,976",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$22,291",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$17,556",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$80,452",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$22,884",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$18,592",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$16,465",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$56,517",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$50,122",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$9,970",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$8,323",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$26,895",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,"$21,518",MONEY,1.0
MSFT_8-K_0000950170-23-054848,MSFT,8-K,MSFT,TICKER,1.0
MSFT_8-K_0000950170-24-008809,MSFT,8-K,More Personal Computing,MISC,0.949999988079071
MSFT_8-K_0000950170-24-008809,MSFT,8-K,AI,MISC,0.9679999947547911
MSFT_8-K_0000950170-24-008809,MSFT,8-K,AI,MISC,0.9739999771118164
MSFT_8-K_0000950170-24-008809,MSFT,8-K,Microsoft,ORG,0.9980000257492064
